"age","job","marital","default","housing","loan","contact","month","day_of_week","campaign","pdays","previous","poutcome","y","edu"
40,"technician","married","no","no","no","cellular","aug","mon",2,999,0,"nonexistent","0","university.degree"
33,"management","married","no","no","no","cellular","aug","mon",3,999,0,"nonexistent","0","university.degree"
35,"management","divorced","no","no","no","cellular","aug","mon",7,999,0,"nonexistent","0","university.degree"
39,"technician","married","no","yes","no","cellular","aug","mon",3,999,0,"nonexistent","0","professional.course"
42,"admin.","divorced","no","yes","no","cellular","aug","mon",5,999,0,"nonexistent","0","university.degree"
31,"technician","single","no","no","no","cellular","aug","mon",10,999,0,"nonexistent","0","professional.course"
48,"admin.","single","no","yes","no","cellular","aug","mon",2,999,0,"nonexistent","0","university.degree"
41,"admin.","divorced","no","no","no","cellular","aug","mon",4,999,0,"nonexistent","0","university.degree"
42,"technician","divorced","no","yes","no","cellular","aug","mon",2,999,0,"nonexistent","0","university.degree"
57,"self-employed","married","unknown","no","no","cellular","aug","mon",3,999,0,"nonexistent","0","university.degree"
57,"blue-collar","married","no","yes","no","cellular","aug","mon",2,999,0,"nonexistent","0","9"
30,"admin.","single","no","no","no","cellular","aug","mon",2,999,0,"nonexistent","0","university.degree"
32,"admin.","single","no","no","yes","cellular","aug","mon",2,999,0,"nonexistent","0","university.degree"
40,"admin.","single","no","yes","no","cellular","aug","mon",3,999,0,"nonexistent","0","university.degree"
36,"admin.","married","no","yes","no","cellular","aug","mon",7,999,0,"nonexistent","0","professional.course"
37,"admin.","single","no","no","yes","cellular","aug","mon",8,999,0,"nonexistent","0","university.degree"
33,"admin.","married","no","yes","no","cellular","aug","mon",3,999,0,"nonexistent","0","university.degree"
35,"technician","married","no","yes","no","cellular","aug","mon",4,999,0,"nonexistent","0","professional.course"
33,"technician","married","no","yes","yes","cellular","aug","mon",3,999,0,"nonexistent","0","high.school"
33,"self-employed","married","no","no","no","cellular","aug","mon",3,999,0,"nonexistent","0","university.degree"
31,"technician","married","no","yes","no","cellular","aug","mon",10,999,0,"nonexistent","0","professional.course"
44,"blue-collar","married","unknown","no","no","cellular","aug","mon",5,999,0,"nonexistent","1","4"
29,"admin.","single","unknown","yes","no","cellular","aug","mon",3,999,0,"nonexistent","0","university.degree"
30,"technician","divorced","no","no","no","cellular","aug","mon",5,999,0,"nonexistent","0","university.degree"
37,"admin.","married","no","yes","no","cellular","aug","mon",2,999,0,"nonexistent","0","university.degree"
46,"admin.","married","unknown","no","no","cellular","aug","mon",2,999,0,"nonexistent","0","university.degree"
41,"admin.","married","no","yes","no","cellular","aug","mon",4,999,0,"nonexistent","0","university.degree"
31,"technician","married","no","no","no","cellular","aug","mon",7,999,0,"nonexistent","0","university.degree"
45,"technician","divorced","no","yes","no","cellular","aug","mon",2,999,0,"nonexistent","0","professional.course"
59,"retired","married","no","yes","no","cellular","aug","mon",4,999,0,"nonexistent","0","9"
35,"management","divorced","no","yes","no","cellular","aug","mon",2,999,0,"nonexistent","1","university.degree"
32,"housemaid","married","no","yes","no","cellular","aug","mon",4,999,0,"nonexistent","0","4"
50,"technician","divorced","no","no","no","cellular","aug","mon",2,999,0,"nonexistent","0","professional.course"
35,"technician","married","no","no","yes","cellular","aug","mon",2,999,0,"nonexistent","0","professional.course"
30,"admin.","single","no","no","yes","cellular","aug","mon",8,999,0,"nonexistent","0","university.degree"
37,"admin.","single","no","no","yes","cellular","aug","mon",3,999,0,"nonexistent","0","university.degree"
49,"services","married","no","yes","no","cellular","aug","mon",8,999,0,"nonexistent","0","high.school"
58,"admin.","divorced","unknown","no","no","cellular","aug","mon",2,999,0,"nonexistent","0","university.degree"
37,"admin.","single","no","no","yes","cellular","aug","mon",2,999,0,"nonexistent","0","university.degree"
58,"admin.","divorced","unknown","no","yes","cellular","aug","mon",2,999,0,"nonexistent","0","university.degree"
50,"blue-collar","married","no","no","no","cellular","aug","mon",3,999,0,"nonexistent","0","4"
47,"blue-collar","married","no","no","no","cellular","aug","mon",2,999,0,"nonexistent","0","9"
29,"technician","single","unknown","no","no","cellular","aug","mon",1,999,0,"nonexistent","0","professional.course"
35,"management","divorced","no","no","no","cellular","aug","mon",7,999,0,"nonexistent","0","university.degree"
44,"self-employed","married","unknown","no","no","cellular","aug","mon",10,999,0,"nonexistent","0","9"
33,"technician","married","no","yes","no","cellular","aug","mon",2,999,0,"nonexistent","0","professional.course"
58,"admin.","divorced","unknown","no","no","cellular","aug","mon",2,999,0,"nonexistent","0","university.degree"
50,"housemaid","married","no","no","no","cellular","aug","mon",1,999,0,"nonexistent","0","4"
50,"housemaid","married","no","no","no","cellular","aug","mon",1,999,0,"nonexistent","0","4"
60,"retired","married","no","yes","no","cellular","aug","mon",2,999,0,"nonexistent","0","unknown"
47,"blue-collar","divorced","no","yes","no","cellular","aug","mon",7,999,0,"nonexistent","0","4"
58,"admin.","married","no","no","no","cellular","aug","mon",2,999,0,"nonexistent","0","university.degree"
57,"self-employed","married","unknown","yes","no","cellular","aug","mon",2,999,0,"nonexistent","1","university.degree"
60,"blue-collar","married","no","no","no","cellular","aug","mon",3,999,0,"nonexistent","0","unknown"
56,"blue-collar","married","no","no","no","cellular","aug","mon",3,999,0,"nonexistent","1","unknown"
30,"admin.","single","no","yes","no","cellular","aug","mon",3,999,0,"nonexistent","0","university.degree"
39,"unemployed","married","unknown","no","yes","cellular","aug","mon",2,999,0,"nonexistent","0","university.degree"
56,"retired","married","no","yes","no","cellular","aug","mon",3,999,0,"nonexistent","0","professional.course"
37,"technician","single","no","yes","no","cellular","aug","mon",2,999,0,"nonexistent","0","professional.course"
39,"admin.","divorced","no","no","no","cellular","aug","mon",2,999,0,"nonexistent","0","university.degree"
52,"services","married","unknown","no","no","cellular","aug","mon",2,999,0,"nonexistent","0","high.school"
35,"technician","married","no","no","no","cellular","aug","mon",2,999,0,"nonexistent","0","professional.course"
30,"admin.","single","no","no","no","cellular","aug","mon",2,999,0,"nonexistent","0","university.degree"
47,"blue-collar","married","no","no","no","cellular","aug","mon",2,999,0,"nonexistent","0","9"
35,"management","divorced","no","unknown","unknown","cellular","aug","mon",3,999,0,"nonexistent","0","university.degree"
53,"housemaid","married","no","no","no","cellular","aug","mon",2,999,0,"nonexistent","0","unknown"
35,"technician","married","no","no","no","cellular","aug","mon",2,999,0,"nonexistent","0","professional.course"
58,"admin.","divorced","unknown","yes","no","cellular","aug","mon",2,999,0,"nonexistent","0","university.degree"
57,"blue-collar","married","no","yes","no","cellular","aug","mon",2,999,0,"nonexistent","0","9"
53,"management","married","no","yes","no","cellular","aug","mon",3,999,0,"nonexistent","0","university.degree"
35,"management","divorced","no","no","no","cellular","aug","mon",3,999,0,"nonexistent","1","university.degree"
37,"admin.","single","no","yes","no","cellular","aug","mon",2,999,0,"nonexistent","0","university.degree"
53,"blue-collar","married","no","yes","no","cellular","aug","mon",6,999,0,"nonexistent","0","6"
35,"management","married","no","no","yes","telephone","aug","mon",5,999,0,"nonexistent","0","university.degree"
32,"unemployed","married","no","yes","no","cellular","aug","mon",5,999,0,"nonexistent","0","university.degree"
53,"housemaid","married","no","yes","no","cellular","aug","mon",2,999,0,"nonexistent","0","unknown"
48,"services","married","no","yes","no","cellular","aug","mon",2,999,0,"nonexistent","0","9"
47,"blue-collar","married","no","yes","no","cellular","aug","mon",3,999,0,"nonexistent","0","9"
40,"technician","married","no","no","no","cellular","aug","mon",9,999,0,"nonexistent","0","professional.course"
30,"technician","single","no","yes","no","telephone","aug","mon",3,999,0,"nonexistent","0","high.school"
59,"admin.","divorced","unknown","yes","no","cellular","aug","mon",2,999,0,"nonexistent","0","university.degree"
29,"admin.","single","no","no","no","cellular","aug","mon",2,999,0,"nonexistent","0","university.degree"
58,"management","married","no","yes","no","cellular","aug","mon",3,999,0,"nonexistent","0","university.degree"
58,"admin.","divorced","unknown","yes","no","cellular","aug","mon",2,999,0,"nonexistent","0","university.degree"
45,"housemaid","married","unknown","no","no","cellular","aug","mon",14,999,0,"nonexistent","0","4"
38,"admin.","married","no","yes","no","cellular","aug","mon",2,999,0,"nonexistent","0","university.degree"
53,"admin.","divorced","no","yes","no","cellular","aug","mon",2,999,0,"nonexistent","0","university.degree"
32,"technician","single","no","yes","yes","cellular","aug","mon",3,999,0,"nonexistent","0","university.degree"
37,"admin.","single","no","no","no","cellular","aug","mon",2,999,0,"nonexistent","0","university.degree"
42,"technician","divorced","no","yes","no","cellular","aug","mon",2,999,0,"nonexistent","0","professional.course"
47,"admin.","married","no","yes","no","cellular","aug","mon",3,999,0,"nonexistent","1","high.school"
59,"retired","married","no","no","no","cellular","aug","mon",2,999,0,"nonexistent","0","unknown"
53,"management","married","no","yes","no","cellular","aug","mon",12,999,0,"nonexistent","0","university.degree"
44,"blue-collar","married","unknown","no","no","cellular","aug","mon",2,999,0,"nonexistent","0","4"
47,"blue-collar","married","no","yes","no","cellular","aug","mon",2,999,0,"nonexistent","0","9"
39,"admin.","married","no","yes","yes","cellular","aug","mon",2,999,0,"nonexistent","0","university.degree"
47,"blue-collar","married","no","no","no","cellular","aug","mon",3,999,0,"nonexistent","0","university.degree"
29,"admin.","single","no","no","yes","cellular","aug","mon",2,999,0,"nonexistent","0","university.degree"
54,"housemaid","married","no","no","no","cellular","aug","mon",2,999,0,"nonexistent","0","4"
50,"housemaid","married","no","no","no","cellular","aug","mon",2,999,0,"nonexistent","0","4"
48,"services","married","unknown","yes","yes","cellular","aug","mon",1,999,0,"nonexistent","0","high.school"
54,"blue-collar","married","unknown","yes","no","cellular","aug","mon",2,999,0,"nonexistent","0","9"
55,"retired","married","unknown","no","no","cellular","aug","mon",2,999,0,"nonexistent","0","high.school"
43,"technician","divorced","unknown","no","yes","cellular","aug","mon",2,999,0,"nonexistent","0","professional.course"
49,"services","married","no","no","no","cellular","aug","mon",2,999,0,"nonexistent","0","high.school"
42,"admin.","divorced","no","yes","yes","cellular","aug","mon",1,999,0,"nonexistent","0","university.degree"
32,"technician","single","no","yes","no","cellular","aug","mon",3,999,0,"nonexistent","1","high.school"
33,"admin.","married","no","no","no","cellular","aug","mon",2,999,0,"nonexistent","0","university.degree"
56,"technician","married","no","no","no","cellular","aug","mon",1,999,0,"nonexistent","0","university.degree"
48,"housemaid","married","no","no","no","cellular","aug","mon",1,999,0,"nonexistent","0","4"
48,"housemaid","married","no","yes","no","cellular","aug","mon",1,999,0,"nonexistent","0","4"
59,"retired","married","no","yes","no","cellular","aug","mon",6,999,0,"nonexistent","0","9"
37,"technician","married","no","yes","no","cellular","aug","mon",2,999,0,"nonexistent","0","university.degree"
40,"technician","married","no","no","no","cellular","aug","mon",3,999,0,"nonexistent","0","professional.course"
31,"admin.","single","no","no","no","cellular","aug","mon",4,999,0,"nonexistent","0","university.degree"
51,"services","married","no","yes","no","cellular","aug","mon",3,999,0,"nonexistent","0","high.school"
51,"blue-collar","married","unknown","yes","no","cellular","aug","mon",2,999,0,"nonexistent","0","4"
57,"blue-collar","married","no","yes","no","cellular","aug","mon",2,999,0,"nonexistent","0","9"
47,"blue-collar","married","no","yes","yes","cellular","aug","mon",3,999,0,"nonexistent","0","university.degree"
38,"admin.","married","no","yes","no","cellular","aug","mon",2,999,0,"nonexistent","0","university.degree"
44,"self-employed","married","no","no","yes","cellular","aug","mon",5,999,0,"nonexistent","0","9"
42,"admin.","single","no","no","no","cellular","aug","mon",11,999,0,"nonexistent","0","university.degree"
42,"technician","married","no","yes","no","cellular","aug","mon",2,999,0,"nonexistent","0","professional.course"
56,"admin.","married","no","yes","no","cellular","aug","mon",2,999,0,"nonexistent","0","unknown"
52,"blue-collar","married","no","yes","no","cellular","aug","mon",3,999,0,"nonexistent","0","9"
40,"admin.","married","no","yes","no","cellular","aug","mon",3,999,0,"nonexistent","1","university.degree"
31,"admin.","married","no","no","no","cellular","aug","mon",4,999,0,"nonexistent","0","university.degree"
40,"admin.","married","no","no","no","cellular","aug","mon",12,999,0,"nonexistent","0","university.degree"
56,"technician","married","no","no","no","cellular","aug","mon",2,999,0,"nonexistent","0","university.degree"
33,"self-employed","married","no","yes","no","cellular","aug","mon",3,999,0,"nonexistent","0","university.degree"
52,"services","married","unknown","yes","yes","cellular","aug","mon",2,999,0,"nonexistent","0","high.school"
47,"management","married","no","yes","yes","cellular","aug","mon",2,999,0,"nonexistent","0","university.degree"
37,"technician","married","no","yes","no","cellular","aug","mon",11,999,0,"nonexistent","0","university.degree"
29,"admin.","single","no","yes","no","cellular","aug","mon",2,999,0,"nonexistent","0","university.degree"
35,"management","divorced","no","unknown","unknown","cellular","aug","mon",2,999,0,"nonexistent","0","university.degree"
45,"blue-collar","married","unknown","yes","yes","cellular","aug","mon",3,999,0,"nonexistent","0","4"
51,"services","married","no","no","no","cellular","aug","mon",3,999,0,"nonexistent","0","high.school"
48,"blue-collar","married","no","yes","no","cellular","aug","mon",6,999,0,"nonexistent","0","9"
30,"entrepreneur","married","no","no","no","cellular","aug","mon",3,999,0,"nonexistent","0","university.degree"
32,"housemaid","married","no","yes","no","cellular","aug","mon",9,999,0,"nonexistent","0","4"
29,"admin.","single","no","no","no","cellular","aug","mon",7,999,0,"nonexistent","0","university.degree"
45,"services","married","unknown","yes","yes","cellular","aug","mon",2,999,0,"nonexistent","0","high.school"
49,"housemaid","married","no","yes","no","cellular","aug","mon",4,999,0,"nonexistent","0","4"
33,"technician","married","no","yes","no","cellular","aug","mon",5,999,0,"nonexistent","0","professional.course"
34,"self-employed","married","unknown","yes","no","cellular","aug","mon",3,999,0,"nonexistent","0","9"
59,"retired","married","no","no","no","cellular","aug","mon",9,999,0,"nonexistent","0","9"
32,"technician","married","no","yes","yes","cellular","aug","mon",2,999,0,"nonexistent","0","professional.course"
31,"technician","married","no","yes","no","cellular","aug","mon",3,999,0,"nonexistent","0","university.degree"
49,"blue-collar","married","unknown","yes","no","cellular","aug","mon",4,999,0,"nonexistent","0","unknown"
42,"management","married","no","no","no","cellular","aug","mon",2,999,0,"nonexistent","0","university.degree"
30,"technician","divorced","no","no","no","cellular","aug","mon",3,999,0,"nonexistent","0","high.school"
44,"blue-collar","married","no","no","yes","cellular","aug","mon",2,999,0,"nonexistent","0","4"
44,"blue-collar","married","no","no","no","cellular","aug","mon",2,999,0,"nonexistent","0","4"
30,"technician","single","no","yes","no","cellular","aug","mon",13,999,0,"nonexistent","0","university.degree"
29,"admin.","married","no","no","no","cellular","aug","mon",2,999,0,"nonexistent","0","university.degree"
40,"technician","married","no","yes","no","cellular","aug","mon",6,999,0,"nonexistent","0","professional.course"
35,"management","married","no","yes","no","cellular","aug","mon",2,999,0,"nonexistent","0","university.degree"
50,"blue-collar","married","no","yes","yes","cellular","aug","mon",3,999,0,"nonexistent","0","4"
42,"technician","divorced","no","yes","yes","cellular","aug","mon",2,999,0,"nonexistent","0","professional.course"
40,"admin.","married","no","yes","no","cellular","aug","mon",4,999,0,"nonexistent","0","university.degree"
55,"housemaid","married","no","yes","no","cellular","aug","mon",5,999,0,"nonexistent","0","4"
32,"admin.","single","no","yes","no","cellular","aug","mon",3,999,0,"nonexistent","0","university.degree"
58,"management","married","no","no","no","cellular","aug","mon",2,999,0,"nonexistent","0","university.degree"
33,"technician","single","no","no","no","cellular","aug","mon",4,999,0,"nonexistent","0","university.degree"
58,"retired","married","unknown","no","no","cellular","aug","mon",2,999,0,"nonexistent","0","4"
41,"admin.","married","no","no","yes","cellular","aug","mon",3,999,0,"nonexistent","0","university.degree"
53,"blue-collar","married","no","yes","no","cellular","aug","mon",5,999,0,"nonexistent","0","6"
52,"services","married","unknown","yes","yes","cellular","aug","mon",3,999,0,"nonexistent","0","professional.course"
35,"technician","single","no","no","no","cellular","aug","mon",6,999,0,"nonexistent","0","professional.course"
34,"self-employed","married","unknown","no","no","cellular","aug","mon",3,999,0,"nonexistent","0","9"
30,"technician","divorced","no","no","no","cellular","aug","mon",3,999,0,"nonexistent","1","university.degree"
46,"admin.","married","unknown","no","yes","cellular","aug","mon",4,999,0,"nonexistent","0","university.degree"
32,"technician","single","no","yes","no","cellular","aug","mon",3,999,0,"nonexistent","0","high.school"
45,"management","married","no","no","no","cellular","aug","mon",5,999,0,"nonexistent","0","university.degree"
55,"blue-collar","married","unknown","yes","no","cellular","aug","mon",4,999,0,"nonexistent","0","9"
52,"housemaid","married","unknown","yes","yes","cellular","aug","mon",4,999,0,"nonexistent","0","4"
57,"admin.","married","no","yes","no","cellular","aug","mon",3,999,0,"nonexistent","0","unknown"
54,"housemaid","married","unknown","yes","no","cellular","aug","mon",3,999,0,"nonexistent","0","4"
59,"admin.","divorced","unknown","yes","yes","cellular","aug","mon",2,999,0,"nonexistent","0","university.degree"
37,"technician","married","no","yes","no","cellular","aug","mon",4,999,0,"nonexistent","0","professional.course"
32,"admin.","single","no","yes","no","cellular","aug","mon",3,999,0,"nonexistent","0","university.degree"
50,"services","married","no","yes","no","cellular","aug","mon",15,999,0,"nonexistent","0","high.school"
46,"blue-collar","married","no","no","no","cellular","aug","mon",3,999,0,"nonexistent","0","4"
35,"technician","single","no","yes","no","cellular","aug","mon",2,999,0,"nonexistent","0","high.school"
52,"services","married","unknown","yes","yes","cellular","aug","mon",3,999,0,"nonexistent","0","high.school"
52,"blue-collar","married","no","yes","no","cellular","aug","mon",4,999,0,"nonexistent","0","4"
47,"blue-collar","married","no","no","no","cellular","aug","mon",5,999,0,"nonexistent","0","4"
47,"blue-collar","divorced","no","yes","no","cellular","aug","mon",3,999,0,"nonexistent","0","4"
55,"blue-collar","married","no","yes","no","cellular","aug","mon",3,999,0,"nonexistent","0","unknown"
29,"admin.","single","no","no","no","cellular","aug","mon",4,999,0,"nonexistent","0","university.degree"
57,"services","married","unknown","yes","no","telephone","aug","mon",9,999,0,"nonexistent","0","high.school"
35,"technician","married","no","yes","no","cellular","aug","mon",3,999,0,"nonexistent","0","university.degree"
57,"self-employed","married","unknown","no","yes","cellular","aug","mon",2,999,0,"nonexistent","0","university.degree"
57,"blue-collar","married","no","yes","no","cellular","aug","mon",4,999,0,"nonexistent","0","9"
47,"technician","married","unknown","yes","yes","cellular","aug","mon",2,999,0,"nonexistent","0","high.school"
33,"admin.","single","no","yes","no","cellular","aug","mon",4,999,0,"nonexistent","0","university.degree"
45,"management","married","no","no","no","cellular","aug","mon",2,999,0,"nonexistent","0","university.degree"
45,"blue-collar","married","no","yes","no","cellular","aug","mon",2,999,0,"nonexistent","0","9"
51,"blue-collar","married","no","yes","no","cellular","aug","mon",3,999,0,"nonexistent","0","4"
54,"blue-collar","married","no","yes","yes","cellular","aug","mon",3,999,0,"nonexistent","0","4"
39,"technician","divorced","unknown","no","no","cellular","aug","mon",4,999,0,"nonexistent","0","professional.course"
57,"services","married","unknown","no","no","cellular","aug","mon",2,999,0,"nonexistent","0","professional.course"
36,"technician","married","no","yes","no","cellular","aug","mon",6,999,0,"nonexistent","0","high.school"
31,"technician","divorced","no","yes","no","cellular","aug","mon",3,999,0,"nonexistent","1","high.school"
45,"admin.","divorced","no","yes","no","cellular","aug","mon",3,999,0,"nonexistent","0","university.degree"
43,"technician","married","unknown","no","no","cellular","aug","mon",4,999,0,"nonexistent","0","professional.course"
36,"housemaid","married","no","no","no","cellular","aug","mon",2,999,0,"nonexistent","0","4"
55,"management","married","no","no","no","cellular","aug","mon",6,999,0,"nonexistent","0","university.degree"
49,"admin.","single","no","yes","no","cellular","aug","mon",4,999,0,"nonexistent","0","university.degree"
31,"technician","divorced","no","no","no","cellular","aug","mon",5,999,0,"nonexistent","0","high.school"
59,"management","married","no","no","no","cellular","aug","mon",2,999,0,"nonexistent","0","university.degree"
36,"admin.","single","no","yes","no","cellular","aug","mon",7,999,0,"nonexistent","0","university.degree"
53,"management","married","no","no","no","cellular","aug","mon",4,999,0,"nonexistent","0","university.degree"
48,"blue-collar","married","no","no","no","cellular","aug","mon",2,999,0,"nonexistent","0","9"
50,"blue-collar","married","unknown","no","no","cellular","aug","mon",3,999,0,"nonexistent","1","9"
43,"technician","married","unknown","yes","no","cellular","aug","mon",7,999,0,"nonexistent","0","professional.course"
34,"technician","married","no","no","no","cellular","aug","mon",8,999,0,"nonexistent","0","high.school"
32,"technician","divorced","no","yes","yes","cellular","aug","mon",2,999,0,"nonexistent","0","high.school"
41,"technician","divorced","no","yes","no","cellular","aug","mon",3,999,0,"nonexistent","0","university.degree"
57,"retired","married","no","yes","no","cellular","aug","mon",4,999,0,"nonexistent","0","9"
38,"technician","single","no","yes","no","cellular","aug","mon",2,999,0,"nonexistent","0","university.degree"
40,"management","married","no","yes","no","cellular","aug","mon",4,999,0,"nonexistent","0","university.degree"
41,"technician","married","unknown","yes","no","cellular","aug","mon",4,999,0,"nonexistent","0","university.degree"
46,"blue-collar","married","no","yes","no","cellular","aug","mon",3,999,0,"nonexistent","0","9"
41,"admin.","single","no","no","no","cellular","aug","mon",6,999,0,"nonexistent","0","professional.course"
37,"admin.","single","unknown","yes","yes","cellular","aug","mon",3,999,0,"nonexistent","0","university.degree"
53,"unknown","married","unknown","no","no","cellular","aug","mon",4,999,0,"nonexistent","0","unknown"
59,"retired","married","no","yes","no","cellular","aug","mon",2,999,0,"nonexistent","0","4"
54,"blue-collar","married","no","yes","no","cellular","aug","mon",4,999,0,"nonexistent","0","4"
60,"retired","married","unknown","yes","yes","cellular","aug","mon",3,999,0,"nonexistent","0","4"
39,"technician","divorced","unknown","yes","no","cellular","aug","mon",5,999,0,"nonexistent","0","professional.course"
54,"blue-collar","married","no","yes","no","cellular","aug","mon",3,999,0,"nonexistent","0","4"
59,"management","married","no","no","yes","cellular","aug","mon",3,999,0,"nonexistent","0","university.degree"
53,"admin.","married","no","yes","no","cellular","aug","mon",3,999,0,"nonexistent","0","university.degree"
47,"self-employed","married","no","no","no","cellular","aug","mon",3,999,0,"nonexistent","0","university.degree"
31,"admin.","married","no","no","no","cellular","aug","mon",9,999,0,"nonexistent","0","university.degree"
38,"admin.","married","no","yes","yes","cellular","aug","mon",3,999,0,"nonexistent","0","university.degree"
59,"retired","married","unknown","no","no","cellular","aug","mon",5,999,0,"nonexistent","0","4"
57,"admin.","married","unknown","yes","yes","cellular","aug","mon",4,999,0,"nonexistent","0","high.school"
29,"admin.","single","no","yes","yes","cellular","aug","mon",4,999,0,"nonexistent","0","high.school"
59,"housemaid","married","unknown","yes","no","cellular","aug","mon",2,999,0,"nonexistent","0","4"
56,"retired","married","no","yes","no","cellular","aug","mon",5,999,0,"nonexistent","1","professional.course"
40,"technician","married","unknown","yes","no","cellular","aug","mon",4,999,0,"nonexistent","0","university.degree"
59,"technician","married","no","yes","no","cellular","aug","mon",5,999,0,"nonexistent","0","high.school"
59,"retired","married","unknown","yes","no","cellular","aug","mon",13,999,0,"nonexistent","0","4"
44,"admin.","married","no","no","no","cellular","aug","mon",5,999,0,"nonexistent","0","university.degree"
45,"admin.","divorced","no","yes","no","cellular","aug","mon",2,999,0,"nonexistent","0","university.degree"
45,"admin.","divorced","no","yes","no","cellular","aug","mon",5,999,0,"nonexistent","0","university.degree"
56,"services","married","no","no","no","cellular","aug","mon",7,999,0,"nonexistent","0","high.school"
43,"admin.","single","no","no","no","cellular","aug","mon",5,999,0,"nonexistent","0","university.degree"
43,"technician","married","no","no","yes","cellular","aug","mon",4,999,0,"nonexistent","0","professional.course"
56,"services","married","no","no","no","cellular","aug","mon",5,999,0,"nonexistent","0","high.school"
53,"admin.","married","unknown","yes","no","cellular","aug","mon",3,999,0,"nonexistent","0","university.degree"
44,"technician","married","no","yes","no","cellular","aug","mon",6,999,0,"nonexistent","0","professional.course"
50,"management","married","no","yes","no","cellular","aug","mon",4,999,0,"nonexistent","0","university.degree"
37,"technician","married","no","no","no","cellular","aug","mon",5,999,0,"nonexistent","0","professional.course"
50,"blue-collar","married","no","yes","no","cellular","aug","mon",8,999,0,"nonexistent","0","professional.course"
47,"self-employed","married","no","no","no","cellular","aug","mon",4,999,0,"nonexistent","0","university.degree"
38,"admin.","married","no","yes","yes","cellular","aug","mon",2,999,0,"nonexistent","0","high.school"
50,"admin.","married","no","no","no","cellular","aug","mon",3,999,0,"nonexistent","0","university.degree"
34,"technician","married","no","yes","no","cellular","aug","mon",3,999,0,"nonexistent","0","high.school"
46,"technician","married","no","no","no","cellular","aug","mon",5,999,0,"nonexistent","0","professional.course"
59,"housemaid","married","unknown","yes","yes","cellular","aug","mon",5,999,0,"nonexistent","0","4"
38,"technician","married","no","yes","no","cellular","aug","mon",6,999,0,"nonexistent","0","university.degree"
55,"management","married","no","no","no","cellular","aug","mon",3,999,0,"nonexistent","1","university.degree"
47,"unknown","married","unknown","yes","no","cellular","aug","tue",3,999,0,"nonexistent","0","unknown"
58,"retired","married","no","yes","no","cellular","aug","tue",2,999,0,"nonexistent","0","university.degree"
38,"admin.","married","no","yes","no","cellular","aug","tue",11,999,0,"nonexistent","0","university.degree"
51,"admin.","married","no","no","no","cellular","aug","tue",2,999,0,"nonexistent","0","university.degree"
41,"admin.","single","no","no","no","cellular","aug","tue",4,999,0,"nonexistent","0","university.degree"
38,"admin.","married","no","no","no","cellular","aug","tue",2,999,0,"nonexistent","0","university.degree"
51,"admin.","single","no","yes","no","cellular","aug","tue",11,999,0,"nonexistent","0","university.degree"
46,"admin.","married","no","yes","yes","cellular","aug","tue",4,999,0,"nonexistent","0","9"
55,"retired","married","no","yes","no","cellular","aug","tue",4,999,0,"nonexistent","0","high.school"
60,"management","married","unknown","yes","no","cellular","aug","tue",14,999,0,"nonexistent","0","university.degree"
36,"housemaid","married","no","unknown","unknown","cellular","aug","tue",14,999,0,"nonexistent","0","4"
40,"technician","divorced","no","unknown","unknown","cellular","aug","tue",3,999,0,"nonexistent","0","professional.course"
48,"housemaid","married","no","yes","no","cellular","aug","tue",3,999,0,"nonexistent","0","9"
47,"self-employed","married","no","no","no","cellular","aug","tue",2,999,0,"nonexistent","0","university.degree"
40,"admin.","married","no","yes","no","cellular","aug","tue",3,999,0,"nonexistent","0","university.degree"
55,"services","married","unknown","yes","no","cellular","aug","tue",3,999,0,"nonexistent","0","high.school"
49,"admin.","married","no","no","no","cellular","aug","tue",5,999,0,"nonexistent","1","university.degree"
54,"blue-collar","married","no","yes","no","cellular","aug","tue",3,999,0,"nonexistent","0","9"
56,"services","married","no","yes","no","cellular","aug","tue",2,999,0,"nonexistent","0","high.school"
47,"self-employed","married","no","unknown","unknown","cellular","aug","tue",4,999,0,"nonexistent","0","university.degree"
33,"technician","married","unknown","yes","no","cellular","aug","tue",7,999,0,"nonexistent","1","professional.course"
50,"admin.","divorced","no","no","no","cellular","aug","tue",9,999,0,"nonexistent","1","high.school"
56,"admin.","divorced","no","yes","no","cellular","aug","tue",4,999,0,"nonexistent","0","university.degree"
31,"technician","divorced","no","yes","no","cellular","aug","tue",3,999,0,"nonexistent","1","high.school"
38,"admin.","married","no","yes","no","cellular","aug","tue",12,999,0,"nonexistent","0","university.degree"
59,"housemaid","married","unknown","no","no","cellular","aug","tue",6,999,0,"nonexistent","0","4"
50,"blue-collar","married","unknown","yes","no","cellular","aug","tue",4,999,0,"nonexistent","0","9"
49,"services","married","no","yes","no","cellular","aug","tue",9,999,0,"nonexistent","0","high.school"
38,"technician","married","no","yes","no","cellular","aug","tue",5,999,0,"nonexistent","0","university.degree"
49,"admin.","married","no","yes","no","cellular","aug","tue",2,999,0,"nonexistent","0","university.degree"
50,"admin.","divorced","no","yes","no","cellular","aug","tue",2,999,0,"nonexistent","0","university.degree"
40,"technician","divorced","no","yes","no","cellular","aug","tue",8,999,0,"nonexistent","0","professional.course"
59,"management","married","no","yes","no","cellular","aug","tue",10,999,0,"nonexistent","0","university.degree"
57,"retired","married","no","no","no","cellular","aug","tue",4,999,0,"nonexistent","1","9"
38,"admin.","married","no","no","no","cellular","aug","tue",5,999,0,"nonexistent","0","university.degree"
