"id","age","job","marital","default","housing","loan","contact","month","day_of_week","campaign","pdays","previous","poutcome","edu"
8894,44,"blue-collar","single","no","no","no","telephone","may","wed",1,999,0,"nonexistent","6"
8895,27,"student","married","no","yes","no","telephone","may","wed",1,999,0,"nonexistent","high.school"
8896,20,"student","single","no","yes","no","telephone","may","wed",4,999,0,"nonexistent","unknown"
8897,48,"admin.","single","no","yes","no","cellular","may","wed",4,999,1,"failure","university.degree"
8898,46,"management","married","no","yes","no","telephone","may","wed",1,999,0,"nonexistent","9"
8899,72,"retired","married","no","yes","no","cellular","may","wed",4,999,0,"nonexistent","4"
8900,36,"technician","married","no","yes","no","cellular","may","thu",1,999,1,"failure","professional.course"
8901,37,"technician","married","no","yes","no","cellular","may","thu",1,2,4,"success","university.degree"
8902,33,"services","married","no","no","no","cellular","may","thu",1,999,1,"failure","high.school"
8903,52,"admin.","married","no","yes","yes","cellular","may","thu",1,3,5,"success","university.degree"
8904,52,"admin.","married","no","no","no","cellular","may","thu",1,999,0,"nonexistent","university.degree"
8905,52,"admin.","married","no","no","no","cellular","may","thu",1,3,2,"success","university.degree"
8906,52,"admin.","married","no","yes","no","cellular","may","thu",2,999,0,"nonexistent","university.degree"
8907,19,"student","single","no","yes","no","cellular","may","thu",1,999,1,"failure","4"
8908,18,"student","single","no","yes","no","cellular","may","thu",1,7,2,"success","unknown"
8909,52,"technician","married","no","no","no","cellular","may","thu",1,3,4,"success","university.degree"
8910,62,"retired","married","no","no","no","telephone","may","thu",1,999,0,"nonexistent","professional.course"
8911,31,"student","single","no","no","no","cellular","may","thu",2,999,1,"failure","unknown"
8912,78,"retired","divorced","no","yes","no","cellular","may","fri",2,7,2,"success","4"
8913,37,"management","married","no","no","no","cellular","may","fri",3,999,0,"nonexistent","high.school"
8914,44,"technician","married","no","yes","no","cellular","may","fri",2,2,1,"success","university.degree"
8915,30,"student","single","no","no","no","telephone","may","fri",3,999,0,"nonexistent","high.school"
8916,44,"technician","married","no","no","yes","telephone","may","fri",2,999,1,"failure","university.degree"
8917,30,"student","single","no","no","no","cellular","may","fri",2,3,2,"success","high.school"
8918,60,"retired","married","no","yes","no","cellular","may","fri",2,999,0,"nonexistent","professional.course"
8919,44,"technician","married","no","no","no","cellular","may","fri",1,999,1,"failure","university.degree"
8920,42,"retired","single","unknown","yes","yes","cellular","may","fri",3,999,0,"nonexistent","4"
8921,44,"admin.","single","no","yes","no","cellular","may","fri",4,3,1,"success","university.degree"
8922,33,"blue-collar","married","no","no","no","telephone","may","mon",1,999,0,"nonexistent","6"
8923,82,"retired","married","unknown","yes","no","cellular","may","mon",3,999,0,"nonexistent","high.school"
8924,22,"student","single","no","yes","no","cellular","may","mon",2,3,2,"success","unknown"
8925,38,"entrepreneur","married","no","no","no","cellular","may","mon",5,3,2,"success","professional.course"
8926,41,"admin.","married","no","no","no","telephone","may","mon",2,999,0,"nonexistent","university.degree"
8927,38,"entrepreneur","married","no","yes","no","cellular","may","mon",6,2,4,"success","professional.course"
8928,46,"admin.","single","no","yes","no","cellular","may","mon",6,999,0,"nonexistent","high.school"
8929,56,"technician","married","no","yes","no","telephone","may","mon",5,999,0,"nonexistent","professional.course"
8930,24,"student","single","no","yes","no","cellular","may","tue",2,999,2,"failure","high.school"
8931,34,"technician","married","no","yes","no","telephone","may","tue",3,999,0,"nonexistent","unknown"
8932,54,"technician","married","no","yes","no","telephone","may","tue",5,999,1,"failure","university.degree"
8933,50,"admin.","married","no","unknown","unknown","cellular","may","wed",1,999,1,"failure","university.degree"
8934,59,"admin.","divorced","no","yes","no","cellular","may","wed",1,999,0,"nonexistent","4"
8935,58,"admin.","married","no","yes","no","cellular","may","wed",1,6,1,"success","high.school"
8936,50,"admin.","married","no","yes","no","cellular","may","wed",2,3,3,"success","university.degree"
8937,77,"retired","married","no","yes","no","cellular","may","wed",1,6,4,"success","university.degree"
8938,66,"blue-collar","married","no","yes","no","cellular","may","wed",2,6,2,"success","unknown"
8939,50,"admin.","married","no","yes","no","cellular","may","wed",1,999,2,"failure","high.school"
8940,61,"management","married","no","no","no","cellular","may","wed",2,999,1,"failure","university.degree"
8941,48,"unemployed","married","no","no","no","cellular","may","wed",1,6,3,"success","professional.course"
8942,48,"unemployed","married","no","yes","no","cellular","may","wed",1,6,2,"success","professional.course"
8943,50,"admin.","married","no","no","no","cellular","may","wed",2,3,5,"success","high.school"
8944,40,"technician","married","no","yes","no","cellular","may","wed",1,3,4,"success","professional.course"
8945,30,"admin.","single","no","yes","no","cellular","may","wed",1,999,1,"failure","high.school"
8946,60,"admin.","married","no","yes","no","cellular","may","wed",1,6,2,"success","unknown"
8947,48,"unemployed","married","no","no","no","telephone","may","wed",1,6,1,"success","professional.course"
8948,77,"retired","married","no","yes","no","telephone","may","wed",1,3,4,"success","university.degree"
8949,30,"admin.","single","no","no","no","cellular","may","wed",1,13,1,"success","high.school"
8950,47,"management","married","no","yes","no","telephone","may","wed",2,3,3,"success","university.degree"
8951,34,"management","single","no","yes","no","telephone","may","thu",1,999,0,"nonexistent","university.degree"
8952,45,"blue-collar","married","no","yes","no","telephone","may","thu",1,6,2,"success","professional.course"
8953,92,"retired","married","no","yes","no","cellular","may","thu",1,6,2,"success","unknown"
8954,58,"management","married","no","no","no","cellular","may","thu",1,3,4,"success","university.degree"
8955,31,"admin.","married","no","yes","no","cellular","may","thu",1,3,1,"success","university.degree"
8956,41,"unemployed","married","no","yes","no","cellular","may","thu",1,6,4,"success","9"
8957,28,"admin.","single","no","yes","no","cellular","may","thu",1,6,1,"success","high.school"
8958,29,"admin.","single","no","no","no","cellular","may","thu",1,3,3,"success","university.degree"
8959,39,"services","married","no","yes","no","cellular","may","thu",2,6,3,"success","high.school"
8960,70,"retired","married","no","yes","no","cellular","may","thu",1,3,2,"success","4"
8961,40,"admin.","single","no","yes","no","cellular","may","thu",1,2,3,"success","9"
8962,40,"admin.","single","no","yes","no","cellular","may","thu",1,3,3,"success","9"
8963,28,"admin.","single","no","yes","no","cellular","may","thu",2,999,1,"failure","high.school"
8964,60,"management","married","no","yes","no","cellular","may","thu",3,3,5,"success","unknown"
8965,29,"admin.","married","no","yes","yes","cellular","may","fri",3,13,2,"failure","university.degree"
8966,52,"management","married","no","no","no","cellular","may","fri",2,9,1,"success","university.degree"
8967,52,"management","married","no","no","no","cellular","may","fri",5,999,1,"failure","university.degree"
8968,30,"admin.","single","no","yes","no","cellular","may","fri",5,999,0,"nonexistent","high.school"
8969,47,"technician","divorced","no","no","yes","telephone","may","fri",1,999,0,"nonexistent","professional.course"
8970,32,"admin.","married","no","no","no","telephone","may","fri",4,999,1,"failure","university.degree"
8971,41,"admin.","married","no","yes","no","telephone","may","fri",3,999,1,"failure","university.degree"
8972,68,"retired","married","no","yes","yes","cellular","may","fri",1,6,1,"success","4"
8973,33,"technician","married","no","yes","no","cellular","may","fri",4,3,4,"success","professional.course"
8974,76,"retired","married","no","yes","no","cellular","may","fri",2,6,2,"success","4"
8975,65,"admin.","married","no","yes","no","cellular","may","fri",3,999,1,"failure","university.degree"
8976,77,"retired","married","no","yes","yes","cellular","may","fri",3,999,0,"nonexistent","unknown"
8977,33,"technician","married","no","yes","yes","cellular","may","fri",2,999,0,"nonexistent","professional.course"
8978,52,"management","married","no","yes","no","cellular","may","fri",3,3,3,"success","university.degree"
8979,33,"admin.","single","no","yes","no","cellular","may","fri",5,999,0,"nonexistent","university.degree"
8980,71,"admin.","married","no","yes","yes","cellular","may","fri",4,3,2,"success","4"
8981,29,"student","single","no","yes","no","cellular","may","mon",1,999,1,"failure","university.degree"
8982,63,"retired","married","no","yes","no","cellular","may","mon",1,999,0,"nonexistent","professional.course"
8983,33,"admin.","married","no","yes","no","cellular","may","mon",1,3,2,"success","university.degree"
8984,33,"admin.","married","no","yes","yes","cellular","may","mon",2,999,0,"nonexistent","university.degree"
8985,54,"admin.","married","no","no","no","telephone","may","mon",5,999,0,"nonexistent","professional.course"
8986,60,"blue-collar","married","no","yes","no","cellular","may","mon",2,6,2,"success","4"
8987,33,"admin.","married","no","no","no","cellular","may","mon",2,15,3,"failure","university.degree"
8988,63,"retired","married","no","yes","yes","cellular","may","mon",2,14,1,"success","professional.course"
8989,33,"technician","married","no","yes","no","cellular","may","mon",1,999,0,"nonexistent","university.degree"
8990,74,"retired","divorced","no","yes","no","cellular","may","tue",1,999,0,"nonexistent","university.degree"
8991,47,"services","divorced","no","yes","yes","cellular","may","tue",1,15,3,"failure","university.degree"
8992,50,"unemployed","married","no","no","no","telephone","may","tue",3,999,0,"nonexistent","high.school"
8993,29,"admin.","married","no","no","no","telephone","may","wed",1,999,0,"nonexistent","high.school"
8994,48,"self-employed","divorced","no","no","no","cellular","may","wed",3,999,0,"nonexistent","university.degree"
8995,28,"student","single","no","no","yes","cellular","may","wed",1,3,5,"success","high.school"
8996,68,"retired","married","no","unknown","unknown","cellular","may","thu",7,999,2,"failure","professional.course"
8997,68,"retired","married","no","no","yes","cellular","may","thu",1,999,1,"failure","professional.course"
8998,45,"unknown","married","no","yes","no","cellular","may","thu",1,999,1,"failure","university.degree"
8999,45,"management","married","no","yes","no","cellular","may","thu",1,999,3,"failure","9"
9000,46,"admin.","married","no","no","no","cellular","may","thu",1,999,0,"nonexistent","university.degree"
9001,31,"admin.","married","no","yes","yes","cellular","may","thu",2,999,0,"nonexistent","professional.course"
9002,58,"management","married","no","yes","no","cellular","may","thu",2,999,0,"nonexistent","university.degree"
9003,31,"unemployed","single","no","no","no","cellular","may","thu",2,999,0,"nonexistent","high.school"
9004,34,"admin.","married","no","yes","no","cellular","may","thu",4,999,3,"failure","high.school"
9005,46,"admin.","married","no","no","no","telephone","may","thu",3,999,0,"nonexistent","university.degree"
9006,28,"student","single","no","unknown","unknown","cellular","may","fri",3,3,2,"success","university.degree"
9007,31,"services","single","no","yes","no","cellular","may","fri",4,999,0,"nonexistent","9"
9008,31,"services","single","no","unknown","unknown","cellular","may","fri",1,999,3,"failure","9"
9009,61,"blue-collar","married","no","yes","yes","cellular","may","fri",1,3,2,"success","6"
9010,41,"management","married","no","yes","no","cellular","may","fri",1,18,2,"failure","unknown"
9011,34,"admin.","married","no","no","no","cellular","may","fri",1,999,2,"failure","university.degree"
9012,34,"admin.","married","no","yes","no","cellular","may","fri",3,8,3,"failure","university.degree"
9013,29,"services","single","no","yes","no","cellular","may","fri",1,999,2,"failure","high.school"
9014,45,"self-employed","married","no","no","no","cellular","may","fri",1,999,1,"failure","high.school"
9015,28,"student","single","no","unknown","unknown","cellular","may","fri",2,999,0,"nonexistent","university.degree"
9016,24,"unemployed","single","no","no","yes","cellular","may","mon",2,999,0,"nonexistent","high.school"
9017,80,"retired","married","no","no","no","cellular","may","mon",1,3,3,"success","4"
9018,51,"management","married","no","yes","no","cellular","may","mon",2,999,4,"failure","university.degree"
9019,36,"technician","divorced","no","yes","no","cellular","may","mon",7,999,0,"nonexistent","professional.course"
9020,79,"retired","married","no","yes","yes","cellular","may","mon",1,999,1,"failure","9"
9021,24,"unemployed","single","no","yes","no","cellular","may","mon",1,13,2,"failure","high.school"
9022,76,"retired","divorced","no","yes","no","cellular","may","mon",1,999,1,"failure","4"
9023,45,"technician","single","no","no","no","cellular","may","tue",2,999,1,"failure","university.degree"
9024,20,"student","single","no","no","no","cellular","may","tue",2,3,5,"success","unknown"
9025,20,"student","single","no","no","no","cellular","may","tue",2,12,1,"success","unknown"
9026,36,"admin.","married","no","no","no","cellular","may","tue",4,999,0,"nonexistent","university.degree"
9027,36,"admin.","married","no","yes","no","cellular","may","tue",1,999,0,"nonexistent","university.degree"
9028,77,"retired","divorced","no","no","no","cellular","may","tue",1,999,0,"nonexistent","4"
9029,22,"student","single","no","yes","no","cellular","may","tue",1,999,0,"nonexistent","high.school"
9030,46,"blue-collar","married","no","yes","no","cellular","may","wed",1,999,0,"nonexistent","professional.course"
9031,69,"retired","married","no","no","no","cellular","may","wed",1,10,1,"success","high.school"
9032,92,"retired","divorced","unknown","no","no","cellular","may","wed",3,999,1,"failure","unknown"
9033,64,"housemaid","married","no","yes","no","telephone","may","wed",3,999,0,"nonexistent","unknown"
9034,31,"technician","divorced","no","no","no","cellular","may","wed",3,7,3,"success","university.degree"
9035,84,"retired","married","no","yes","no","cellular","may","wed",1,999,1,"failure","9"
9036,28,"admin.","single","no","no","no","cellular","may","wed",2,3,2,"success","university.degree"
9037,28,"admin.","married","no","no","yes","cellular","may","wed",2,999,0,"nonexistent","high.school"
9038,70,"retired","divorced","no","yes","no","telephone","may","wed",2,4,2,"success","high.school"
9039,29,"services","single","no","yes","no","telephone","may","thu",1,999,0,"nonexistent","high.school"
9040,60,"retired","married","no","no","no","cellular","may","thu",3,6,1,"success","high.school"
9041,49,"technician","married","no","no","no","cellular","may","thu",1,999,1,"failure","university.degree"
9042,49,"technician","married","no","yes","no","cellular","may","thu",1,999,0,"nonexistent","university.degree"
9043,36,"admin.","married","no","yes","yes","cellular","may","thu",1,6,2,"success","university.degree"
9044,37,"student","divorced","no","yes","no","cellular","may","thu",1,999,1,"failure","university.degree"
9045,40,"blue-collar","divorced","no","yes","no","telephone","may","thu",1,999,0,"nonexistent","9"
9046,43,"blue-collar","single","no","no","yes","telephone","may","thu",1,999,0,"nonexistent","high.school"
9047,43,"technician","married","no","no","no","cellular","may","thu",1,999,1,"failure","professional.course"
9048,34,"technician","married","no","yes","no","telephone","may","thu",1,999,0,"nonexistent","professional.course"
9049,54,"admin.","divorced","no","yes","no","telephone","may","thu",1,999,0,"nonexistent","9"
9050,79,"retired","married","no","yes","no","cellular","may","thu",2,999,0,"nonexistent","high.school"
9051,38,"admin.","single","no","no","no","cellular","may","thu",2,999,0,"nonexistent","9"
9052,37,"student","divorced","no","yes","yes","cellular","may","thu",2,999,0,"nonexistent","university.degree"
9053,61,"admin.","married","no","no","no","cellular","may","thu",3,9,2,"success","unknown"
9054,22,"student","single","unknown","yes","yes","telephone","may","thu",2,1,1,"success","high.school"
9055,35,"unemployed","married","no","yes","no","telephone","may","fri",1,999,2,"failure","high.school"
9056,33,"admin.","married","no","yes","no","cellular","may","fri",2,999,3,"failure","university.degree"
9057,23,"unemployed","married","no","no","no","telephone","may","fri",1,999,0,"nonexistent","high.school"
9058,32,"services","single","no","no","yes","cellular","may","fri",3,999,0,"nonexistent","university.degree"
9059,25,"technician","single","no","yes","no","cellular","may","fri",3,999,2,"failure","high.school"
9060,74,"retired","married","no","no","no","cellular","may","fri",4,999,3,"failure","professional.course"
9061,29,"technician","married","no","no","no","cellular","may","fri",2,999,2,"failure","professional.course"
9062,30,"admin.","single","no","unknown","unknown","cellular","may","fri",3,999,0,"nonexistent","university.degree"
9063,26,"unemployed","married","no","no","no","telephone","may","fri",1,999,0,"nonexistent","4"
9064,72,"retired","single","no","yes","yes","cellular","may","fri",3,999,0,"nonexistent","university.degree"
9065,33,"admin.","married","no","yes","no","cellular","may","fri",3,999,0,"nonexistent","university.degree"
9066,72,"retired","single","no","no","no","cellular","may","fri",3,999,0,"nonexistent","university.degree"
9067,30,"admin.","married","no","no","yes","cellular","may","mon",2,9,2,"success","university.degree"
9068,49,"technician","married","no","yes","no","cellular","may","mon",1,999,0,"nonexistent","professional.course"
9069,31,"unknown","single","no","yes","yes","telephone","may","mon",1,2,1,"success","high.school"
9070,56,"unemployed","married","no","no","no","cellular","may","mon",1,999,1,"failure","9"
9071,29,"technician","single","no","no","no","cellular","may","mon",1,13,3,"failure","high.school"
9072,27,"student","single","no","yes","yes","cellular","may","mon",1,999,0,"nonexistent","9"
9073,47,"admin.","single","no","yes","yes","cellular","may","mon",1,999,0,"nonexistent","university.degree"
9074,31,"unknown","single","no","no","no","cellular","may","mon",1,999,0,"nonexistent","high.school"
9075,31,"unknown","single","no","no","no","cellular","may","mon",5,6,2,"success","high.school"
9076,49,"technician","single","no","no","no","telephone","may","mon",1,999,0,"nonexistent","university.degree"
9077,42,"management","single","no","yes","no","telephone","may","mon",1,999,0,"nonexistent","high.school"
9078,47,"admin.","single","no","yes","no","cellular","jun","tue",1,999,4,"failure","university.degree"
9079,37,"admin.","single","no","yes","yes","cellular","jun","tue",3,999,0,"nonexistent","university.degree"
9080,29,"admin.","married","no","yes","no","cellular","jun","tue",1,999,0,"nonexistent","university.degree"
9081,29,"blue-collar","single","no","no","no","telephone","jun","tue",1,6,2,"success","9"
9082,25,"services","single","no","yes","no","cellular","jun","tue",1,999,0,"nonexistent","unknown"
9083,25,"services","single","no","yes","no","cellular","jun","tue",1,13,2,"failure","unknown"
9084,76,"housemaid","married","no","yes","no","cellular","jun","tue",1,999,1,"failure","4"
9085,25,"services","single","no","yes","no","cellular","jun","tue",2,3,3,"success","unknown"
9086,25,"services","single","no","yes","no","cellular","jun","tue",2,999,2,"failure","unknown"
9087,39,"admin.","married","no","yes","no","cellular","jun","tue",2,999,1,"failure","high.school"
9088,28,"services","married","no","yes","yes","telephone","jun","tue",1,999,0,"nonexistent","high.school"
9089,29,"admin.","married","no","no","yes","cellular","jun","tue",3,5,1,"success","university.degree"
9090,23,"technician","single","unknown","yes","yes","cellular","jun","tue",1,4,3,"success","professional.course"
9091,59,"retired","divorced","no","no","no","telephone","jun","tue",1,999,1,"failure","professional.course"
9092,30,"technician","single","no","no","no","telephone","jun","tue",1,999,0,"nonexistent","professional.course"
9093,76,"housemaid","married","no","no","no","cellular","jun","tue",5,999,0,"nonexistent","4"
9094,51,"technician","married","no","yes","no","cellular","jun","tue",1,10,1,"success","university.degree"
9095,39,"technician","married","no","no","yes","cellular","jun","tue",2,999,1,"failure","university.degree"
9096,20,"technician","single","no","yes","no","telephone","jun","tue",1,999,1,"failure","professional.course"
9097,40,"blue-collar","married","no","yes","no","telephone","jun","tue",1,999,0,"nonexistent","6"
9098,52,"admin.","divorced","no","yes","no","telephone","jun","tue",1,999,0,"nonexistent","university.degree"
9099,34,"blue-collar","married","no","no","no","telephone","jun","tue",1,999,0,"nonexistent","9"
9100,22,"admin.","single","no","no","no","cellular","jun","wed",1,3,1,"success","university.degree"
9101,48,"admin.","divorced","no","no","no","cellular","jun","wed",1,6,1,"success","high.school"
9102,29,"technician","single","no","yes","no","cellular","jun","wed",2,6,1,"success","professional.course"
9103,29,"admin.","single","no","yes","no","cellular","jun","wed",1,999,2,"failure","university.degree"
9104,34,"admin.","married","no","yes","no","cellular","jun","wed",1,6,2,"success","high.school"
9105,34,"admin.","married","no","yes","no","cellular","jun","wed",1,5,1,"success","high.school"
9106,32,"unemployed","single","no","yes","yes","cellular","jun","wed",1,999,0,"nonexistent","professional.course"
9107,31,"services","married","no","no","yes","telephone","jun","fri",1,999,0,"nonexistent","high.school"
9108,52,"self-employed","married","no","yes","no","telephone","jun","fri",1,999,0,"nonexistent","university.degree"
9109,38,"blue-collar","married","no","no","yes","cellular","jun","fri",2,3,2,"success","6"
9110,38,"blue-collar","married","no","no","no","cellular","jun","fri",2,5,3,"success","6"
9111,38,"blue-collar","married","no","yes","no","cellular","jun","fri",1,999,2,"failure","6"
9112,29,"services","single","no","no","yes","telephone","jun","mon",1,999,0,"nonexistent","high.school"
9113,28,"admin.","married","no","no","yes","telephone","jun","mon",1,999,0,"nonexistent","high.school"
9114,47,"admin.","divorced","no","yes","no","telephone","jun","mon",1,999,0,"nonexistent","high.school"
9115,48,"admin.","married","no","yes","no","telephone","jun","mon",1,999,0,"nonexistent","high.school"
9116,32,"blue-collar","single","no","yes","no","telephone","jun","tue",1,999,0,"nonexistent","9"
9117,35,"technician","single","no","no","no","telephone","jun","tue",1,999,0,"nonexistent","professional.course"
9118,35,"technician","single","no","yes","no","cellular","jun","tue",1,6,2,"success","professional.course"
9119,47,"blue-collar","married","no","unknown","unknown","cellular","jun","tue",1,999,0,"nonexistent","9"
9120,47,"blue-collar","married","no","no","no","cellular","jun","tue",1,999,0,"nonexistent","9"
9121,21,"student","single","no","yes","no","telephone","jun","tue",1,14,2,"success","high.school"
9122,29,"unemployed","single","no","yes","no","telephone","jun","tue",1,999,0,"nonexistent","university.degree"
9123,26,"entrepreneur","single","no","no","no","telephone","jun","tue",1,999,0,"nonexistent","high.school"
9124,37,"unemployed","married","no","yes","no","telephone","jun","tue",1,999,0,"nonexistent","high.school"
9125,34,"technician","married","no","yes","no","cellular","jun","wed",1,3,4,"success","high.school"
9126,29,"admin.","single","no","yes","no","cellular","jun","wed",1,6,3,"success","university.degree"
9127,34,"admin.","married","no","no","no","cellular","jun","wed",1,3,2,"success","university.degree"
9128,33,"admin.","single","no","no","no","cellular","jun","wed",1,3,1,"success","university.degree"
9129,44,"technician","married","no","yes","no","telephone","jun","wed",1,6,3,"failure","university.degree"
9130,38,"technician","single","no","no","no","telephone","jun","wed",1,999,0,"nonexistent","high.school"
9131,29,"admin.","single","no","yes","no","telephone","jun","wed",2,3,1,"success","university.degree"
9132,44,"technician","married","no","no","no","cellular","jun","wed",2,999,1,"failure","university.degree"
9133,28,"services","married","no","no","yes","cellular","jun","wed",2,6,2,"success","high.school"
9134,27,"blue-collar","single","no","no","no","cellular","jun","wed",2,999,0,"nonexistent","university.degree"
9135,29,"admin.","single","no","no","no","cellular","jun","wed",2,3,4,"success","university.degree"
9136,27,"admin.","married","no","yes","no","telephone","jun","wed",1,999,0,"nonexistent","high.school"
9137,28,"admin.","single","no","no","no","telephone","jun","fri",1,999,0,"nonexistent","university.degree"
9138,37,"admin.","married","no","yes","no","cellular","jun","fri",1,999,2,"failure","university.degree"
9139,37,"admin.","married","no","unknown","unknown","cellular","jun","fri",1,10,1,"success","university.degree"
9140,35,"admin.","single","no","no","yes","cellular","jun","mon",2,4,3,"success","university.degree"
9141,50,"management","married","no","no","no","telephone","jun","mon",5,6,1,"success","university.degree"
9142,36,"management","divorced","no","yes","no","cellular","jun","mon",1,3,4,"success","university.degree"
9143,23,"student","single","no","yes","no","telephone","jun","mon",1,9,1,"success","high.school"
9144,39,"technician","married","no","yes","no","cellular","jun","mon",1,3,5,"success","university.degree"
9145,89,"retired","divorced","no","no","no","cellular","jun","mon",1,999,0,"nonexistent","4"
9146,30,"self-employed","married","no","yes","no","cellular","jun","mon",1,999,0,"nonexistent","university.degree"
9147,21,"student","single","no","yes","no","cellular","jun","mon",1,999,0,"nonexistent","high.school"
9148,39,"management","married","no","no","no","cellular","jun","mon",1,999,1,"failure","university.degree"
9149,30,"self-employed","married","no","no","no","cellular","jun","mon",4,999,0,"nonexistent","university.degree"
9150,36,"self-employed","single","no","no","yes","cellular","jun","mon",1,4,4,"success","university.degree"
9151,39,"technician","married","no","yes","no","cellular","jun","mon",2,999,0,"nonexistent","university.degree"
9152,59,"unemployed","married","no","yes","no","cellular","jun","mon",1,6,2,"success","4"
9153,35,"technician","single","no","no","no","cellular","jun","mon",1,999,0,"nonexistent","university.degree"
9154,35,"admin.","single","no","yes","no","cellular","jun","mon",1,14,1,"success","university.degree"
9155,22,"student","single","no","no","yes","cellular","jun","mon",1,12,2,"failure","high.school"
9156,28,"services","single","no","no","no","telephone","jun","mon",1,999,0,"nonexistent","university.degree"
9157,37,"admin.","married","no","yes","no","telephone","jun","mon",1,999,0,"nonexistent","university.degree"
9158,44,"services","single","no","no","no","telephone","jun","mon",1,999,0,"nonexistent","high.school"
9159,33,"services","married","no","no","no","cellular","jun","mon",1,999,1,"failure","high.school"
9160,27,"admin.","married","no","yes","no","cellular","jun","mon",3,999,0,"nonexistent","university.degree"
9161,29,"self-employed","single","no","yes","no","cellular","jun","mon",2,999,1,"failure","university.degree"
9162,25,"student","single","no","no","no","cellular","jun","mon",2,999,0,"nonexistent","high.school"
9163,27,"student","single","no","no","yes","cellular","jun","mon",2,3,4,"success","university.degree"
9164,31,"technician","married","no","yes","no","cellular","jun","tue",2,3,1,"success","professional.course"
9165,29,"admin.","married","no","yes","no","cellular","jun","tue",2,13,1,"success","high.school"
9166,56,"management","married","no","yes","no","cellular","jun","tue",1,7,2,"success","6"
9167,60,"housemaid","married","no","yes","no","cellular","jun","tue",3,999,1,"failure","4"
9168,29,"admin.","married","no","unknown","unknown","cellular","jun","tue",6,3,3,"success","high.school"
9169,31,"technician","married","no","yes","no","cellular","jun","tue",5,9,2,"success","professional.course"
9170,31,"technician","married","no","yes","no","cellular","jun","tue",4,3,2,"success","professional.course"
9171,37,"unemployed","married","no","yes","no","telephone","jun","tue",3,2,2,"success","university.degree"
9172,35,"management","divorced","no","yes","yes","cellular","jun","tue",2,12,2,"success","university.degree"
9173,31,"technician","married","no","yes","no","telephone","jun","tue",1,999,0,"nonexistent","professional.course"
9174,29,"admin.","married","no","yes","no","cellular","jun","wed",1,999,1,"failure","high.school"
9175,39,"entrepreneur","single","no","yes","no","telephone","jun","wed",1,999,0,"nonexistent","university.degree"
9176,33,"blue-collar","married","no","yes","no","telephone","jun","wed",1,999,2,"failure","9"
9177,29,"admin.","married","no","yes","no","cellular","jun","wed",3,999,0,"nonexistent","high.school"
9178,24,"student","single","no","no","no","cellular","jun","wed",6,6,1,"success","high.school"
9179,28,"management","single","no","yes","no","cellular","jun","thu",3,6,2,"success","university.degree"
9180,36,"services","married","no","no","no","cellular","jun","thu",3,999,0,"nonexistent","high.school"
9181,28,"management","single","no","yes","no","cellular","jun","thu",1,22,1,"success","university.degree"
9182,29,"technician","divorced","no","yes","yes","telephone","jun","thu",1,999,0,"nonexistent","professional.course"
9183,43,"blue-collar","married","no","yes","yes","cellular","jun","thu",1,999,0,"nonexistent","professional.course"
9184,38,"blue-collar","single","no","yes","yes","telephone","jun","thu",1,999,0,"nonexistent","high.school"
9185,24,"student","single","no","yes","yes","cellular","jun","thu",1,999,0,"nonexistent","high.school"
9186,24,"student","single","no","yes","no","cellular","jun","thu",1,999,0,"nonexistent","high.school"
9187,28,"management","single","no","yes","no","cellular","jun","thu",1,999,0,"nonexistent","university.degree"
9188,78,"retired","divorced","no","no","no","cellular","jun","thu",4,999,0,"nonexistent","unknown"
9189,24,"student","single","no","no","yes","cellular","jun","thu",2,12,2,"failure","high.school"
9190,78,"retired","divorced","no","no","no","cellular","jun","thu",1,999,0,"nonexistent","unknown"
9191,65,"unknown","married","no","yes","no","cellular","jun","thu",2,4,2,"success","unknown"
9192,26,"admin.","single","no","no","yes","cellular","jun","fri",2,6,1,"success","university.degree"
9193,33,"admin.","married","no","no","no","telephone","jun","fri",1,999,0,"nonexistent","university.degree"
9194,70,"blue-collar","married","no","no","yes","cellular","jun","fri",1,3,1,"success","4"
9195,62,"retired","divorced","no","yes","no","cellular","jun","fri",4,999,0,"nonexistent","high.school"
9196,41,"entrepreneur","married","no","yes","no","telephone","jun","fri",1,999,0,"nonexistent","university.degree"
9197,30,"admin.","married","no","yes","no","cellular","jun","fri",1,12,1,"success","high.school"
9198,34,"admin.","single","no","yes","no","telephone","jun","mon",1,999,0,"nonexistent","university.degree"
9199,27,"technician","single","no","no","no","cellular","jun","tue",2,3,3,"success","professional.course"
9200,27,"technician","single","no","no","no","cellular","jun","tue",2,999,0,"nonexistent","professional.course"
9201,18,"student","single","no","yes","no","cellular","jun","tue",1,999,0,"nonexistent","4"
9202,24,"student","single","no","no","no","cellular","jun","tue",1,999,1,"failure","high.school"
9203,36,"management","married","no","no","no","cellular","jun","tue",1,3,2,"success","university.degree"
9204,36,"management","married","no","no","no","cellular","jun","tue",1,6,2,"success","university.degree"
9205,32,"admin.","single","no","no","no","cellular","jun","tue",1,12,2,"success","university.degree"
9206,45,"admin.","divorced","no","no","yes","cellular","jun","wed",1,3,2,"success","university.degree"
9207,27,"admin.","single","no","yes","no","telephone","jun","wed",1,999,1,"failure","high.school"
9208,36,"admin.","single","no","yes","no","cellular","jun","wed",1,999,1,"failure","university.degree"
9209,36,"admin.","single","no","no","no","cellular","jun","wed",1,7,1,"success","university.degree"
